iso_3166_1_alpha_3,iso_3166_1_alpha_2,new_confirmed,cumulative_confirmed,date,alpha_3_code,ptdate,stringency_index,country_region_code,mobilitydate,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
ESP,ES,0,2,2020-02-19,ESP,2020-02-19,11.11,ES,2020-02-19,-0.25396825396825395,-0.095238095238095177,12.984126984126984,2.278688524590164,3.6507936507936511,-0.761904761904762
ESP,ES,0,2,2020-02-20,ESP,2020-02-20,11.11,ES,2020-02-20,1.7142857142857137,0.84126984126984117,17.571428571428569,7.5245901639344241,2.6190476190476186,-1.1746031746031744
ESP,ES,0,2,2020-02-21,ESP,2020-02-21,11.11,ES,2020-02-21,1.8888888888888882,0.50793650793650791,24.412698412698408,12.241935483870966,1.3809523809523805,-1.7301587301587305
ESP,ES,0,2,2020-02-22,ESP,2020-02-22,11.11,ES,2020-02-22,6.2380952380952381,1.2539682539682542,53.904761904761912,20.266666666666673,3.1428571428571428,-2.5737704918032773
ESP,ES,0,2,2020-02-23,ESP,2020-02-23,11.11,ES,2020-02-23,12.412698412698409,13.370967741935482,41.0952380952381,23.590163934426222,2.6507936507936507,-3.5081967213114753
ESP,ES,0,2,2020-02-24,ESP,2020-02-24,11.11,ES,2020-02-24,6.5555555555555554,4.0317460317460334,42.285714285714278,9.6129032258064537,-9.7460317460317452,-0.44444444444444442
ESP,ES,0,2,2020-02-25,ESP,2020-02-25,11.11,ES,2020-02-25,-0.77777777777777779,-4.174603174603174,23.587301587301585,4.78688524590164,-11.19047619047619,0.92063492063492025
ESP,ES,1,3,2020-02-26,ESP,2020-02-26,11.11,ES,2020-02-26,-0.96825396825396826,2.4603174603174605,11.936507936507937,2.5901639344262306,-2.412698412698413,0.0158730158730158
ESP,ES,9,12,2020-02-27,ESP,2020-02-27,11.11,ES,2020-02-27,3.428571428571431,6.5238095238095264,15.111111111111112,7.967213114754097,0.53968253968253965,-1.0476190476190481
ESP,ES,13,25,2020-02-28,ESP,2020-02-28,11.11,ES,2020-02-28,1.6349206349206351,-5.2698412698412653,34.619047619047628,6.32258064516129,-7.6984126984126986,-0.031746031746031571
ESP,ES,7,32,2020-02-29,ESP,2020-02-29,11.11,ES,2020-02-29,2.507936507936507,4.8095238095238075,18.936507936507933,8.18032786885246,-0.25396825396825379,-0.70491803278688525
ESP,ES,13,45,2020-03-01,ESP,2020-03-01,11.11,ES,2020-03-01,3.666666666666667,3.9682539682539693,4.1587301587301591,9.8524590163934409,1.8253968253968251,-1.5081967213114753
ESP,ES,21,66,2020-03-02,ESP,2020-03-02,11.11,ES,2020-03-02,-2.6825396825396823,2.285714285714286,-7.7142857142857162,2.4677419354838706,0.26984126984126933,0.46031746031746029
ESP,ES,48,114,2020-03-03,ESP,2020-03-03,11.11,ES,2020-03-03,-2.5714285714285712,1.1269841269841268,-1.5873015873015874,-1.0655737704918029,3.4126984126984126,-0.19047619047619047
ESP,ES,37,151,2020-03-04,ESP,2020-03-04,11.11,ES,2020-03-04,-0.33333333333333326,2.7301587301587302,10.174603174603176,1.6229508196721307,3.0952380952380953,-0.39682539682539675
ESP,ES,49,200,2020-03-05,ESP,2020-03-05,11.11,ES,2020-03-05,-1.3650793650793651,0.76190476190476175,1.4126984126984126,1.0163934426229513,0.98412698412698374,0.15873015873015869
ESP,ES,61,261,2020-03-06,ESP,2020-03-06,11.11,ES,2020-03-06,-1.7936507936507939,0.25396825396825412,-1.3650793650793647,1.0161290322580643,-0.69841269841269826,0.4603174603174604
ESP,ES,113,374,2020-03-07,ESP,2020-03-07,11.11,ES,2020-03-07,0.9047619047619041,0.11111111111111109,16.015873015873016,3.4426229508196715,0.90476190476190488,-0.67213114754098346
ESP,ES,0,374,2020-03-08,ESP,2020-03-08,11.11,ES,2020-03-08,4.9206349206349227,3.9523809523809512,19.460317460317462,10.098360655737705,1.8888888888888893,-1.6721311475409832
ESP,ES,0,374,2020-03-09,ESP,2020-03-09,25,ES,2020-03-09,-1.4285714285714286,3.5714285714285716,11.365079365079366,2.82258064516129,3.5714285714285716,-0.80952380952380931
ESP,ES,650,1024,2020-03-10,ESP,2020-03-10,45.83,ES,2020-03-10,-1.3174603174603174,13.841269841269842,18.746031746031743,0.918032786885246,3.0634920634920637,-1.0158730158730158
ESP,ES,598,1622,2020-03-11,ESP,2020-03-11,45.83,ES,2020-03-11,-2.9206349206349214,14.412698412698411,22.841269841269835,-2.081967213114754,1.3333333333333341,-0.3333333333333332
ESP,ES,518,2140,2020-03-12,ESP,2020-03-12,45.83,ES,2020-03-12,-9.9365079365079385,25.380952380952383,4.4126984126984139,-8.4918032786885238,-1.3492063492063489,1.0317460317460316
ESP,ES,825,2965,2020-03-13,ESP,2020-03-13,45.83,ES,2020-03-13,-31.841269841269835,29,-20.142857142857146,-25.532258064516128,-12.714285714285715,6.3709677419354831
ESP,ES,1266,4231,2020-03-14,ESP,2020-03-14,67.13,ES,2020-03-14,-65.968253968253975,-9.79365079365079,-41.285714285714263,-46.131147540983626,-28.06349206349206,12.721311475409836
ESP,ES,1522,5753,2020-03-15,ESP,2020-03-15,67.13,ES,2020-03-15,-86.555555555555529,-53.06349206349207,-73.23809523809517,-69.606557377049185,-46.555555555555564,16.278688524590162
ESP,ES,2000,7753,2020-03-16,ESP,2020-03-16,68.98,ES,2020-03-16,-79.809523809523782,-33.6031746031746,-68.698412698412668,-68.903225806451616,-48.3174603174603,20.83606557377049
ESP,ES,1438,9191,2020-03-17,ESP,2020-03-17,71.76,ES,2020-03-17,-82.41269841269839,-40.634920634920618,-68.825396825396822,-72.129032258064512,-54.682539682539669,23
ESP,ES,1987,11178,2020-03-18,ESP,2020-03-18,71.76,ES,2020-03-18,-82.920634920634939,-38.158730158730158,-68.031746031746025,-73.90322580645163,-56.523809523809547,23.819672131147541
ESP,ES,2538,13716,2020-03-19,ESP,2020-03-19,71.76,ES,2020-03-19,-87.238095238095241,-61.619047619047606,-72.841269841269863,-79.209677419354847,-68.031746031746039,29.032786885245898
ESP,ES,3431,17147,2020-03-20,ESP,2020-03-20,71.76,ES,2020-03-20,-86.4285714285714,-41.19047619047619,-75.587301587301553,-79.096774193548384,-62.365079365079346,30.606557377049196
ESP,ES,2833,19980,2020-03-21,ESP,2020-03-21,71.76,ES,2020-03-21,-91.412698412698418,-55.492063492063494,-84.523809523809476,-83.5081967213115,-60.761904761904759,25.721311475409834
ESP,ES,4946,24926,2020-03-22,ESP,2020-03-22,71.76,ES,2020-03-22,-93.523809523809518,-76.269841269841251,-87.111111111111114,-87.360655737704917,-63.793650793650812,22.25
ESP,ES,3646,28572,2020-03-23,ESP,2020-03-23,71.76,ES,2020-03-23,-84.126984126984127,-46.476190476190467,-72.4761904761905,-78.564516129032256,-60.730158730158735,25.295081967213118
ESP,ES,4517,33089,2020-03-24,ESP,2020-03-24,71.76,ES,2020-03-24,-85.777777777777786,-51.952380952380956,-73.2222222222222,-79.540983606557376,-62.857142857142833,26.409836065573764
ESP,ES,6584,39673,2020-03-25,ESP,2020-03-25,71.76,ES,2020-03-25,-86.222222222222229,-52.873015873015881,-73.349206349206341,-79.774193548387117,-63.412698412698418,27.21311475409836
ESP,ES,7937,47610,2020-03-26,ESP,2020-03-26,71.76,ES,2020-03-26,-86.5079365079365,-53.3968253968254,-73.952380952380935,-80.2950819672131,-64.14285714285711,28.000000000000004
ESP,ES,8578,56188,2020-03-27,ESP,2020-03-27,71.76,ES,2020-03-27,-87.698412698412682,-51.206349206349209,-77.111111111111128,-82.0967741935484,-63.841269841269821,31.606557377049175
ESP,ES,7871,64059,2020-03-28,ESP,2020-03-28,71.76,ES,2020-03-28,-91.714285714285722,-59.047619047619051,-83.968253968253975,-85.116666666666688,-61.58730158730161,25.721311475409838
ESP,ES,8189,72248,2020-03-29,ESP,2020-03-29,71.76,ES,2020-03-29,-93.555555555555543,-78.634920634920633,-86.8412698412698,-88.449999999999989,-62.301587301587311,21.883333333333333
ESP,ES,6549,78797,2020-03-30,ESP,2020-03-30,85.19,ES,2020-03-30,-88.253968253968281,-55.539682539682538,-76.365079365079382,-82.161290322580641,-69.666666666666657,28.508196721311471
ESP,ES,6398,85195,2020-03-31,ESP,2020-03-31,85.19,ES,2020-03-31,-92.412698412698418,-55.761904761904766,-78.428571428571445,-82.1451612903226,-71.96825396825399,29.868852459016392
ESP,ES,9222,94417,2020-04-01,ESP,2020-04-01,85.19,ES,2020-04-01,-92.38095238095238,-54.285714285714278,-77.063492063492092,-81.8709677419355,-71.5079365079365,30.278688524590155
ESP,ES,7719,102136,2020-04-02,ESP,2020-04-02,85.19,ES,2020-04-02,-91.7936507936508,-53.349206349206362,-76.8095238095238,-82.096774193548384,-71.634920634920661,31.016393442622952
ESP,ES,8102,110238,2020-04-03,ESP,2020-04-03,85.19,ES,2020-04-03,-88.8730158730159,-50.238095238095234,-78.428571428571416,-83.435483870967744,-70.571428571428541,34.0983606557377
ESP,ES,7472,117710,2020-04-04,ESP,2020-04-04,85.19,ES,2020-04-04,-91.936507936507937,-57.904761904761919,-84.269841269841265,-85.262295081967224,-63.04761904761903,26.229508196721309
ESP,ES,7026,124736,2020-04-05,ESP,2020-04-05,85.19,ES,2020-04-05,-94.0952380952381,-78.555555555555557,-87.460317460317484,-89.233333333333363,-65.841269841269835,22.716666666666661
ESP,ES,6023,130759,2020-04-06,ESP,2020-04-06,85.19,ES,2020-04-06,-86.619047619047635,-51.476190476190482,-74.793650793650812,-81.483870967741908,-70.000000000000014,28.557377049180321
ESP,ES,4273,135032,2020-04-07,ESP,2020-04-07,85.19,ES,2020-04-07,-88.238095238095227,-42.047619047619058,-74.238095238095227,-80.516129032258064,-70.38095238095238,28.426229508196723
ESP,ES,5478,140510,2020-04-08,ESP,2020-04-08,85.19,ES,2020-04-08,-87.349206349206327,-32.888888888888886,-72.793650793650784,-79.838709677419345,-70.253968253968239,27.704918032786885
ESP,ES,6180,146690,2020-04-09,ESP,2020-04-09,85.19,ES,2020-04-09,-92.936507936507951,-74.761904761904717,-80.4126984126984,-87.833333333333343,-83.746031746031733,34.540983606557383
ESP,ES,5756,152446,2020-04-10,ESP,2020-04-10,85.19,ES,2020-04-10,-96.03174603174601,-91.904761904761912,-85.682539682539684,-91.573770491803288,-87.730158730158735,41.800000000000004
ESP,ES,4576,157022,2020-04-11,ESP,2020-04-11,85.19,ES,2020-04-11,-92.047619047619051,-46.555555555555543,-83.5555555555556,-83.950000000000017,-61.301587301587311,25.655737704918032
ESP,ES,4830,161852,2020-04-12,ESP,2020-04-12,85.19,ES,2020-04-12,-94.4126984126984,-76.65573770491801,-86.841269841269849,-88.934426229508219,-64.460317460317484,22.583333333333329
ESP,ES,4167,166019,2020-04-13,ESP,2020-04-13,85.19,ES,2020-04-13,-89.301587301587276,-64.063492063492049,-74.92063492063491,-81.967741935483858,-71.936507936507908,29.409836065573771
ESP,ES,3477,169496,2020-04-14,ESP,2020-04-14,85.19,ES,2020-04-14,-86.396825396825378,-43.619047619047635,-70.349206349206355,-77.483870967741922,-63.333333333333357,25.918032786885242
ESP,ES,6538,176034,2020-04-15,ESP,2020-04-15,85.19,ES,2020-04-15,-87.317460317460345,-48.015873015873019,-72.873015873015845,-78.403225806451587,-63.682539682539662,27.393442622950818
ESP,ES,4040,180074,2020-04-16,ESP,2020-04-16,85.19,ES,2020-04-16,-87.079365079365076,-48.809523809523824,-71.999999999999986,-78.483870967741908,-63.730158730158749,27.868852459016395
ESP,ES,4400,184474,2020-04-17,ESP,2020-04-17,85.19,ES,2020-04-17,-88.349206349206327,-48.222222222222236,-74.6984126984127,-80.145161290322591,-63.07936507936509,31.377049180327869
ESP,ES,4104,188578,2020-04-18,ESP,2020-04-18,85.19,ES,2020-04-18,-92.222222222222243,-55.26984126984128,-82.444444444444443,-83.258064516129025,-58.349206349206348,25.295081967213122
ESP,ES,2213,190791,2020-04-19,ESP,2020-04-19,85.19,ES,2020-04-19,-94.079365079365076,-76.51612903225805,-86.6984126984127,-88.15,-62.634920634920626,22.316666666666666
ESP,ES,2585,193376,2020-04-20,ESP,2020-04-20,85.19,ES,2020-04-20,-85.999999999999972,-54,-70.063492063492063,-77.612903225806434,-61.61904761904762,25.672131147540981
ESP,ES,3352,196728,2020-04-21,ESP,2020-04-21,85.19,ES,2020-04-21,-86.2539682539683,-50.269841269841287,-71.999999999999972,-78.000000000000014,-61.714285714285694,26.245901639344261
ESP,ES,2627,199355,2020-04-22,ESP,2020-04-22,85.19,ES,2020-04-22,-85.984126984126974,-46.777777777777779,-69.555555555555586,-77.031746031746039,-61.365079365079374,26.278688524590166
ESP,ES,3052,202407,2020-04-23,ESP,2020-04-23,85.19,ES,2020-04-23,-87.5238095238095,-57.746031746031747,-71,-79.476190476190482,-66.603174603174622,28.557377049180328
ESP,ES,2767,205174,2020-04-24,ESP,2020-04-24,85.19,ES,2020-04-24,-87.333333333333329,-45.142857142857139,-72.349206349206341,-78.317460317460331,-61.6984126984127,30.344262295081968
ESP,ES,2944,208118,2020-04-25,ESP,2020-04-25,85.19,ES,2020-04-25,-91.523809523809533,-52.936507936507944,-81.96825396825399,-82.3968253968254,-56.904761904761905,24.950819672131153
ESP,ES,1346,209464,2020-04-26,ESP,2020-04-26,85.19,ES,2020-04-26,-91.4920634920635,-67.758064516129039,-76.301587301587276,-83.01612903225805,-59.428571428571445,21.283333333333335
ESP,ES,1729,211193,2020-04-27,ESP,2020-04-27,85.19,ES,2020-04-27,-83.73015873015872,-49.031746031746032,-61.1111111111111,-73.919354838709666,-58.936507936507937,24.557377049180321
ESP,ES,1831,213024,2020-04-28,ESP,2020-04-28,85.19,ES,2020-04-28,-83.809523809523824,-45.730158730158749,-59.333333333333336,-73.725806451612954,-59.7142857142857,24.540983606557376
ESP,ES,1308,214332,2020-04-29,ESP,2020-04-29,85.19,ES,2020-04-29,-83.571428571428584,-41.38095238095238,-59.142857142857153,-72.777777777777786,-59.142857142857146,25.049180327868861
ESP,ES,2144,216476,2020-04-30,ESP,2020-04-30,85.19,ES,2020-04-30,-81.6825396825397,-30.015873015873016,-59.206349206349195,-72.015873015873012,-59.142857142857132,24.475409836065573
ESP,ES,518,216994,2020-05-01,ESP,2020-05-01,85.19,ES,2020-05-01,-93.3015873015873,-88.222222222222186,-72.079365079365076,-86.225806451612911,-84.031746031746039,38.836065573770476
ESP,ES,1781,218775,2020-05-02,ESP,2020-05-02,85.19,ES,2020-05-02,-83.936507936507937,-31.349206349206352,-42.460317460317462,-63.290322580645167,-50.428571428571423,20.786885245901637
ESP,ES,1366,220141,2020-05-03,ESP,2020-05-03,85.19,ES,2020-05-03,-82.71428571428568,-41.85,-41.5873015873016,-64.322580645161281,-49.444444444444457,17.416666666666668
ESP,ES,884,221025,2020-05-04,ESP,2020-05-04,81.94,ES,2020-05-04,-74.333333333333343,-33.714285714285708,-22.222222222222218,-59.225806451612911,-53.730158730158728,20.426229508196716
ESP,ES,545,221570,2020-05-05,ESP,2020-05-05,81.94,ES,2020-05-05,-74.619047619047649,-32.06349206349207,-19.285714285714281,-58.645161290322577,-53.793650793650791,20.426229508196716
ESP,ES,1318,222888,2020-05-06,ESP,2020-05-06,81.94,ES,2020-05-06,-74.825396825396837,-32.476190476190482,-18.047619047619047,-58.428571428571416,-53.476190476190482,21.04918032786885
ESP,ES,996,223884,2020-05-07,ESP,2020-05-07,81.94,ES,2020-05-07,-75.380952380952365,-33.047619047619044,-23.714285714285712,-60.238095238095241,-53.761904761904745,21.639344262295083
ESP,ES,1122,225006,2020-05-08,ESP,2020-05-08,81.94,ES,2020-05-08,-78.365079365079325,-34.698412698412682,-36.476190476190482,-64.193548387096754,-52.857142857142861,25.245901639344257
ESP,ES,1410,226416,2020-05-09,ESP,2020-05-09,81.94,ES,2020-05-09,-83.650793650793659,-38.126984126984119,-49.17460317460317,-65.370967741935488,-44.873015873015881,20.409836065573774
ESP,ES,721,227137,2020-05-10,ESP,2020-05-10,81.94,ES,2020-05-10,-86.111111111111114,-53.354838709677409,-60.730158730158735,-72.935483870967772,-49.015873015873012,18.766666666666669
ESP,ES,821,227958,2020-05-11,ESP,2020-05-11,81.94,ES,2020-05-11,-64.69841269841271,-26.761904761904763,-16.222222222222225,-52.306451612903231,-47.1111111111111,17.193548387096779
ESP,ES,824,228782,2020-05-12,ESP,2020-05-12,81.94,ES,2020-05-12,-68.523809523809518,-28.952380952380945,-30.396825396825395,-57.2741935483871,-48.222222222222214,18.887096774193548
ESP,ES,467,229249,2020-05-13,ESP,2020-05-13,83.33,ES,2020-05-13,-67.650793650793645,-27.269841269841276,-21.682539682539684,-54.698412698412696,-48.174603174603178,18.999999999999993
ESP,ES,613,229862,2020-05-14,ESP,2020-05-14,83.33,ES,2020-05-14,-70.079365079365047,-29.444444444444443,-39.158730158730151,-60.476190476190474,-48.984126984127009,20.43548387096774
ESP,ES,714,230576,2020-05-15,ESP,2020-05-15,83.33,ES,2020-05-15,-70.539682539682545,-26.984126984126988,-34.841269841269828,-60.338709677419345,-48.603174603174587,22.774193548387096
ESP,ES,733,231309,2020-05-16,ESP,2020-05-16,83.33,ES,2020-05-16,-74.619047619047635,-29.587301587301582,-36.587301587301582,-56.935483870967737,-36.761904761904766,16.557377049180332
ESP,ES,694,232003,2020-05-17,ESP,2020-05-17,79.17,ES,2020-05-17,-72.857142857142875,-34.354838709677431,-29.523809523809529,-58.483870967741929,-35.174603174603178,12.9344262295082
ESP,ES,323,232326,2020-05-18,ESP,2020-05-18,79.17,ES,2020-05-18,-55.93650793650793,-22.206349206349216,5.1904761904761907,-46.983870967741929,-42.714285714285722,14.951612903225808
ESP,ES,229,232555,2020-05-19,ESP,2020-05-19,79.17,ES,2020-05-19,-56.36507936507936,-21.174603174603167,5.7301587301587293,-47.338709677419367,-43.158730158730165,15
ESP,ES,586,233141,2020-05-20,ESP,2020-05-20,79.17,ES,2020-05-20,-55.55555555555555,-19.571428571428569,3.333333333333333,-47.85714285714284,-43.142857142857132,15.693548387096772
ESP,ES,777,233918,2020-05-21,ESP,2020-05-21,79.17,ES,2020-05-21,-55.523809523809511,-18.333333333333339,-0.95238095238095255,-49.048387096774192,-43.730158730158735,16.177419354838719
ESP,ES,665,234583,2020-05-22,ESP,2020-05-22,75.46,ES,2020-05-22,-58.158730158730158,-18.507936507936503,-10.904761904761907,-51.983870967741922,-41.444444444444443,17.983870967741939
ESP,ES,732,235315,2020-05-23,ESP,2020-05-23,75.46,ES,2020-05-23,-63.841269841269856,-21.984126984126991,-20.746031746031754,-49.645161290322577,-26.444444444444443,12.180327868852459
ESP,ES,758,236073,2020-05-24,ESP,2020-05-24,75.46,ES,2020-05-24,-64.555555555555586,-27.87096774193548,-23.206349206349213,-55.370967741935488,-25.571428571428573,9.5901639344262311
ESP,ES,293,236366,2020-05-25,ESP,2020-05-25,75.46,ES,2020-05-25,-41.952380952380949,-15.555555555555552,10.222222222222221,-42.645161290322584,-39.476190476190496,12.571428571428569
ESP,ES,242,236608,2020-05-26,ESP,2020-05-26,71.76,ES,2020-05-26,-42.746031746031754,-15.428571428571425,16.015873015873012,-42.774193548387096,-37.777777777777779,12.396825396825397
ESP,ES,533,237141,2020-05-27,ESP,2020-05-27,68.06,ES,2020-05-27,-42.746031746031747,-14.539682539682541,17.396825396825403,-41.854838709677409,-37.5079365079365,12.61904761904762
ESP,ES,698,237839,2020-05-28,ESP,2020-05-28,68.06,ES,2020-05-28,-42.26984126984128,-12.730158730158733,15.587301587301591,-42.322580645161281,-37.857142857142861,12.825396825396824
ESP,ES,585,238424,2020-05-29,ESP,2020-05-29,68.06,ES,2020-05-29,-45.3174603174603,-12.857142857142858,6.8095238095238093,-44.854838709677416,-36.5079365079365,13.904761904761902
ESP,ES,639,239063,2020-05-30,ESP,2020-05-30,68.06,ES,2020-05-30,-50.349206349206355,-15.841269841269837,1.2698412698412684,-40.2741935483871,-15.142857142857142,7.0163934426229524
ESP,ES,705,239768,2020-05-31,ESP,2020-05-31,68.06,ES,2020-05-31,-56.031746031746032,-22.508196721311478,-16.460317460317459,-51.435483870967737,-14.571428571428568,6.7540983606557372
ESP,ES,320,240088,2020-06-01,ESP,2020-06-01,66.67,ES,2020-06-01,-35.301587301587304,-13.015873015873018,16.317460317460313,-38.774193548387089,-35.555555555555543,11.222222222222223
ESP,ES,173,240261,2020-06-02,ESP,2020-06-02,66.67,ES,2020-06-02,-35.920634920634917,-11.111111111111111,17.253968253968257,-37.693548387096776,-33.825396825396822,10.936507936507935
ESP,ES,335,240596,2020-06-03,ESP,2020-06-03,66.67,ES,2020-06-03,-37.666666666666664,-10.634920634920636,4.4285714285714262,-39.5483870967742,-34.015873015873012,11.873015873015872
ESP,ES,455,241051,2020-06-04,ESP,2020-06-04,66.67,ES,2020-06-04,-38.6031746031746,-10.460317460317459,-8.0476190476190457,-41.677419354838726,-34.936507936507951,12.825396825396828
ESP,ES,576,241627,2020-06-05,ESP,2020-06-05,66.67,ES,2020-06-05,-35.698412698412689,-10.507936507936506,8.0158730158730176,-40.693548387096783,-31.920634920634924,11.999999999999996
ESP,ES,491,242118,2020-06-06,ESP,2020-06-06,66.67,ES,2020-06-06,-42.746031746031754,-14.2063492063492,-3.0634920634920633,-38.532258064516121,-11.539682539682541,6.6885245901639356
ESP,ES,625,242743,2020-06-07,ESP,2020-06-07,66.67,ES,2020-06-07,-51.031746031746025,-20.999999999999993,-20.460317460317459,-50.709677419354847,-12.476190476190478,7.0983606557377046
ESP,ES,254,242997,2020-06-08,ESP,2020-06-08,57.41,ES,2020-06-08,-28.015873015873016,-9.7777777777777768,4.3492063492063489,-36.419354838709673,-31.888888888888893,10.222222222222223
ESP,ES,136,243133,2020-06-09,ESP,2020-06-09,57.41,ES,2020-06-09,-29.047619047619051,-13.031746031746032,14.269841269841269,-36.209677419354833,-32.587301587301589,10
ESP,ES,332,243465,2020-06-10,ESP,2020-06-10,57.41,ES,2020-06-10,-27.476190476190482,-8.5238095238095219,18.285714285714288,-34.451612903225815,-31.428571428571427,9.5396825396825378
ESP,ES,416,243881,2020-06-11,ESP,2020-06-11,57.41,ES,2020-06-11,-31.968253968253965,-17.063492063492067,-2.6666666666666647,-42.032258064516121,-35.952380952380949,11.873015873015872
ESP,ES,440,244321,2020-06-12,ESP,2020-06-12,57.41,ES,2020-06-12,-32.380952380952394,-9.4920634920634939,-7.7142857142857171,-42.693548387096783,-31.920634920634917,12.095238095238097
ESP,ES,358,244679,2020-06-13,ESP,2020-06-13,57.41,ES,2020-06-13,-34.698412698412696,-13.015873015873014,6.0793650793650817,-35.983870967741929,-6.1428571428571415,5.2131147540983616
ESP,ES,457,245136,2020-06-14,ESP,2020-06-14,57.41,ES,2020-06-14,-39.412698412698411,-15.72131147540984,3.7936507936507922,-43.70967741935484,-2.0634920634920637,3.4426229508196711
ESP,ES,107,245243,2020-06-15,ESP,2020-06-15,57.41,ES,2020-06-15,-22.36507936507936,-9.2698412698412689,21.587301587301585,-33.354838709677423,-28.93650793650794,8.3968253968253954
ESP,ES,79,245322,2020-06-16,ESP,2020-06-16,57.41,ES,2020-06-16,-24.587301587301596,-9.5555555555555571,10.571428571428575,-35.467741935483879,-29.3015873015873,9.428571428571427
ESP,ES,278,245600,2020-06-17,ESP,2020-06-17,57.41,ES,2020-06-17,-23.55555555555555,-8.1746031746031722,20.761904761904763,-32.806451612903217,-29.015873015873009,8.9841269841269824
ESP,ES,365,245965,2020-06-18,ESP,2020-06-18,57.41,ES,2020-06-18,-22.476190476190474,-8.349206349206348,21.7936507936508,-33.661290322580648,-29.38095238095238,8.6190476190476186
ESP,ES,332,246297,2020-06-19,ESP,2020-06-19,57.41,ES,2020-06-19,-25.936507936507944,-9.26984126984127,19.809523809523821,-35.838709677419374,-27.936507936507937,8.3650793650793656
ESP,ES,379,246676,2020-06-20,ESP,2020-06-20,57.41,ES,2020-06-20,-31.365079365079371,-11.619047619047619,26.126984126984127,-31.451612903225804,-2.6666666666666661,2.2786885245901636
ESP,ES,338,247014,2020-06-21,ESP,2020-06-21,39.35,ES,2020-06-21,-31.74603174603175,-5.4098360655737689,20.301587301587304,-36,1.4285714285714284,-0.065573770491803268
ESP,ES,220,247234,2020-06-22,ESP,2020-06-22,39.35,ES,2020-06-22,-14.730158730158729,-4.2222222222222232,44.158730158730151,-25.064516129032253,-29.412698412698418,5.4761904761904754
ESP,ES,162,247396,2020-06-23,ESP,2020-06-23,39.35,ES,2020-06-23,-13.841269841269844,0.92063492063492025,53.269841269841265,-23.435483870967747,-29.031746031746025,3.8412698412698409
ESP,ES,242,247638,2020-06-24,ESP,2020-06-24,39.35,ES,2020-06-24,-24.428571428571431,-21.761904761904766,50.095238095238095,-31.064516129032253,-39.142857142857139,7.9841269841269851
ESP,ES,438,248076,2020-06-25,ESP,2020-06-25,39.35,ES,2020-06-25,-15.365079365079369,-0.61904761904761907,30.888888888888893,-25.43548387096774,-28.777777777777779,5.9841269841269842
ESP,ES,334,248410,2020-06-26,ESP,2020-06-26,39.35,ES,2020-06-26,-18.142857142857142,-1.2698412698412702,33.142857142857139,-25,-27.571428571428573,5.666666666666667
ESP,ES,347,248757,2020-06-27,ESP,2020-06-27,39.35,ES,2020-06-27,-22.317460317460327,-5.6825396825396837,44.0952380952381,-18.885245901639344,-4.80952380952381,0.29508196721311469
ESP,ES,454,249211,2020-06-28,ESP,2020-06-28,39.35,ES,2020-06-28,-25.126984126984141,0.033898305084745894,28.238095238095237,-25.774193548387103,5.4920634920634921,-2.0491803278688527
ESP,ES,237,249448,2020-06-29,ESP,2020-06-29,39.35,ES,2020-06-29,-10.349206349206353,-4.9206349206349218,47.968253968253961,-21.548387096774196,-28.063492063492056,4.3650793650793656
ESP,ES,183,249631,2020-06-30,ESP,2020-06-30,39.35,ES,2020-06-30,-10.349206349206352,-2.0634920634920642,49.174603174603185,-22.258064516129021,-25.666666666666664,4.0317460317460316
ESP,ES,261,249892,2020-07-01,ESP,2020-07-01,39.35,ES,2020-07-01,-10.968253968253967,-1.3333333333333335,42.015873015873,-19.887096774193544,-26.857142857142861,4.2380952380952355
ESP,ES,441,250333,2020-07-02,ESP,2020-07-02,39.35,ES,2020-07-02,-10.095238095238097,1.1111111111111109,37.968253968253961,-20.451612903225811,-27.603174603174605,4.6507936507936494
ESP,ES,414,250747,2020-07-03,ESP,2020-07-03,39.35,ES,2020-07-03,-13.571428571428573,-0.365079365079365,42.968253968253961,-20.903225806451612,-26.349206349206344,3.9682539682539679
ESP,ES,463,251210,2020-07-04,ESP,2020-07-04,55.09,ES,2020-07-04,-18.825396825396822,-5.2698412698412689,54.730158730158742,-15.229508196721312,-2.2857142857142843,-1.0163934426229506
ESP,ES,574,251784,2020-07-05,ESP,2020-07-05,55.09,ES,2020-07-05,-18.190476190476179,14.2,37.523809523809533,-21.065573770491806,5.0476190476190483,-3.4590163934426235
ESP,ES,258,252042,2020-07-06,ESP,2020-07-06,55.09,ES,2020-07-06,-6.2063492063492056,0.95238095238095233,56.158730158730151,-16.677419354838715,-27.968253968253965,3.3809523809523818
ESP,ES,187,252229,2020-07-07,ESP,2020-07-07,55.09,ES,2020-07-07,-8.4761904761904763,-2.2222222222222223,67.936507936507951,-16.806451612903221,-28.333333333333329,3.2222222222222219
ESP,ES,318,252547,2020-07-08,ESP,2020-07-08,55.09,ES,2020-07-08,-10.2063492063492,-1.9682539682539684,61.634920634920611,-17.983870967741939,-26.873015873015877,3.666666666666667
ESP,ES,701,253248,2020-07-09,ESP,2020-07-09,55.09,ES,2020-07-09,-9.650793650793652,-1.0793650793650791,57.238095238095234,-18.145161290322577,-27.3968253968254,3.746031746031746
