iso_3166_1_alpha_3,iso_3166_1_alpha_2,new_confirmed,cumulative_confirmed,date,alpha_3_code,ptdate,stringency_index,country_region_code,mobilitydate,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
ESP,ES,703,253951,2020-07-10,ESP,2020-07-10,55.09,ES,2020-07-10,-14.857142857142858,-2.5714285714285716,47.730158730158728,-20.241935483870979,-26.63492063492064,3.7777777777777781
ESP,ES,824,254775,2020-07-11,ESP,2020-07-11,55.09,ES,2020-07-11,-20.142857142857153,-7.0634920634920642,56.158730158730172,-13.868852459016392,-1.2222222222222223,-0.819672131147541
ESP,ES,1115,255890,2020-07-12,ESP,2020-07-12,55.09,ES,2020-07-12,-20.698412698412703,5.0701754385964932,32.25396825396826,-18.951612903225808,5.5555555555555554,-2.639344262295082
ESP,ES,614,256504,2020-07-13,ESP,2020-07-13,55.09,ES,2020-07-13,-5.8571428571428577,-0.26984126984126988,72.539682539682545,-15.838709677419354,-27.523809523809522,2.9365079365079376
ESP,ES,376,256880,2020-07-14,ESP,2020-07-14,55.09,ES,2020-07-14,-8.3015873015873,-1.5873015873015872,68.873015873015888,-17.354838709677416,-27.809523809523807,3.3015873015873018
ESP,ES,849,257729,2020-07-15,ESP,2020-07-15,64.35,ES,2020-07-15,-8.015873015873014,-0.587301587301587,63.920634920634917,-17.241935483870968,-26.142857142857153,3.253968253968254
ESP,ES,1222,258951,2020-07-16,ESP,2020-07-16,64.35,ES,2020-07-16,-7.9999999999999982,-1.9047619047619047,62.857142857142861,-17.951612903225808,-27.571428571428569,3.6031746031746028
ESP,ES,1522,260473,2020-07-17,ESP,2020-07-17,64.35,ES,2020-07-17,-15.523809523809522,-2.6031746031746046,56.49206349206348,-20.41935483870968,-26.793650793650798,3.8253968253968238
ESP,ES,1568,262041,2020-07-18,ESP,2020-07-18,64.35,ES,2020-07-18,-21.031746031746028,-7.1746031746031775,62.015873015873026,-14.245901639344263,-1.126984126984127,-0.78688524590163911
ESP,ES,2039,264080,2020-07-19,ESP,2020-07-19,64.35,ES,2020-07-19,-21.079365079365076,3.0701754385964914,41.6031746031746,-19.491803278688518,6.0000000000000009,-3.1147540983606552
ESP,ES,1480,265560,2020-07-20,ESP,2020-07-20,64.35,ES,2020-07-20,-6.4920634920634912,1.2698412698412698,73.904761904761912,-16.612903225806456,-26.793650793650794,3.26984126984127
ESP,ES,1144,266704,2020-07-21,ESP,2020-07-21,64.35,ES,2020-07-21,-8.9523809523809526,-1.0793650793650791,71.857142857142875,-19.177419354838705,-27.190476190476193,3.9047619047619055
ESP,ES,1547,268251,2020-07-22,ESP,2020-07-22,64.35,ES,2020-07-22,-8.88888888888889,-1.3809523809523809,76.6190476190476,-18.387096774193544,-26.603174603174597,3.80952380952381
ESP,ES,2292,270543,2020-07-23,ESP,2020-07-23,64.35,ES,2020-07-23,-8.825396825396826,-0.55555555555555547,75.730158730158763,-18.290322580645164,-26.999999999999993,3.5238095238095242
ESP,ES,2313,272856,2020-07-24,ESP,2020-07-24,64.35,ES,2020-07-24,-14.968253968253965,0.1587301587301585,65.111111111111114,-19.887096774193544,-26.380952380952387,3.7936507936507948
ESP,ES,2318,275174,2020-07-25,ESP,2020-07-25,64.35,ES,2020-07-25,-22.49206349206349,-15.333333333333332,69.38095238095238,-13.737704918032787,-3.9682539682539697,-0.37704918032786883
ESP,ES,2800,277974,2020-07-26,ESP,2020-07-26,64.35,ES,2020-07-26,-18.873015873015873,6.8596491228070171,48.9047619047619,-17.606557377049185,7.8412698412698409,-3.3442622950819674
ESP,ES,1699,279673,2020-07-27,ESP,2020-07-27,64.35,ES,2020-07-27,-5.53968253968254,3.1428571428571432,84.317460317460316,-15.919354838709678,-29.253968253968257,3.1269841269841274
ESP,ES,1376,281049,2020-07-28,ESP,2020-07-28,64.35,ES,2020-07-28,-7.3968253968253981,0.30158730158730174,77.682539682539684,-18.096774193548395,-28.68253968253968,3.888888888888888
ESP,ES,2046,283095,2020-07-29,ESP,2020-07-29,64.35,ES,2020-07-29,-7.1269841269841265,1.1269841269841268,81.936507936507951,-16.838709677419352,-28.460317460317469,3.5079365079365084
ESP,ES,2883,285978,2020-07-30,ESP,2020-07-30,64.35,ES,2020-07-30,-7.2380952380952381,1.3650793650793649,73.825396825396837,-17.741935483870968,-29.49206349206349,3.4603174603174609
ESP,ES,3113,289091,2020-07-31,ESP,2020-07-31,64.35,ES,2020-07-31,-14.365079365079364,-4.8571428571428568,63.952380952380928,-19.903225806451612,-30.952380952380953,4.065573770491806
ESP,ES,3363,292454,2020-08-01,ESP,2020-08-01,64.35,ES,2020-08-01,-16.984126984126984,-1.4920634920634916,59.523809523809518,-9.63934426229508,-2.5396825396825391,-0.54098360655737709
ESP,ES,3799,296253,2020-08-02,ESP,2020-08-02,64.35,ES,2020-08-02,-14.142857142857141,14.272727272727273,51.333333333333336,-14.741935483870972,6.1269841269841274,-2.2459016393442628
ESP,ES,2979,299232,2020-08-03,ESP,2020-08-03,64.35,ES,2020-08-03,4.3174603174603172,11.111111111111112,106.09523809523807,-10.903225806451612,-33.444444444444457,3.301587301587301
ESP,ES,1800,301032,2020-08-04,ESP,2020-08-04,64.35,ES,2020-08-04,0.92063492063492147,6.2063492063492074,116.53968253968252,-13.548387096774196,-33.61904761904762,3.5873015873015879
ESP,ES,2661,303693,2020-08-05,ESP,2020-08-05,64.35,ES,2020-08-05,0.07936507936507925,4.3174603174603163,120.47619047619047,-14.29032258064516,-34.142857142857146,3.4838709677419346
ESP,ES,4324,308017,2020-08-06,ESP,2020-08-06,64.35,ES,2020-08-06,-0.73015873015872967,5.3650793650793664,113.63492063492066,-14.806451612903226,-34.222222222222221,3.714285714285714
ESP,ES,4180,312197,2020-08-07,ESP,2020-08-07,64.35,ES,2020-08-07,-10.333333333333334,0.74603174603174616,84.8730158730159,-19.08064516129032,-33.095238095238095,4.4126984126984121
ESP,ES,4751,316948,2020-08-08,ESP,2020-08-08,64.35,ES,2020-08-08,-15.873015873015872,-3.333333333333333,79.3968253968254,-8.2622950819672134,-3.6031746031746028,-0.59016393442622916
ESP,ES,5546,322494,2020-08-09,ESP,2020-08-09,64.35,ES,2020-08-09,-11.142857142857144,13.571428571428571,63.714285714285708,-12.774193548387096,5.7936507936507944,-2.8032786885245904
ESP,ES,3493,325987,2020-08-10,ESP,2020-08-10,60.65,ES,2020-08-10,6.8571428571428577,12.428571428571429,122.53968253968254,-9.9677419354838737,-36.714285714285708,3.6190476190476191
ESP,ES,2553,328540,2020-08-11,ESP,2020-08-11,60.65,ES,2020-08-11,1.4920634920634923,7.0317460317460343,110.71428571428572,-15.258064516129032,-37.269841269841265,4.9523809523809534
ESP,ES,3789,332329,2020-08-12,ESP,2020-08-12,60.65,ES,2020-08-12,3.3809523809523814,7.9047619047619051,112.39682539682539,-15.064516129032254,-36.460317460317469,5.1587301587301573
ESP,ES,5836,338165,2020-08-13,ESP,2020-08-13,60.65,ES,2020-08-13,3.1269841269841274,7.7936507936507935,123.1904761904762,-13.112903225806448,-36.47619047619046,4.3492063492063489
ESP,ES,6313,344478,2020-08-14,ESP,2020-08-14,62.5,ES,2020-08-14,-7.1269841269841265,11.809523809523808,96.063492063492077,-16.935483870967747,-36.238095238095241,4.9365079365079367
ESP,ES,6846,351324,2020-08-15,ESP,2020-08-15,62.5,ES,2020-08-15,-23.507936507936517,-40.555555555555564,83.031746031746025,-11.147540983606557,-18.587301587301603,1.7049180327868854
ESP,ES,8174,359498,2020-08-16,ESP,2020-08-16,62.5,ES,2020-08-16,-8.3333333333333339,22.370370370370367,63.968253968253954,-10.704918032786887,6.1269841269841265,-2.5409836065573774
ESP,ES,4754,364252,2020-08-17,ESP,2020-08-17,62.5,ES,2020-08-17,6.9682539682539675,18.571428571428562,115.39682539682541,-11.43548387096774,-38.47619047619046,4.6349206349206336
ESP,ES,3194,367446,2020-08-18,ESP,2020-08-18,62.5,ES,2020-08-18,4.2063492063492065,9.269841269841276,132.93650793650784,-14.548387096774196,-36.396825396825406,5.0476190476190474
ESP,ES,4917,372363,2020-08-19,ESP,2020-08-19,62.5,ES,2020-08-19,0.23809523809523694,4.1269841269841256,138.26984126984127,-17.564516129032249,-37.063492063492063,5.2063492063492065
ESP,ES,8242,380605,2020-08-20,ESP,2020-08-20,62.5,ES,2020-08-20,0.73015873015873,5.1111111111111107,127.66666666666666,-17.758064516129036,-37.349206349206362,5.2380952380952372
ESP,ES,8489,389094,2020-08-21,ESP,2020-08-21,62.5,ES,2020-08-21,-9.5238095238095255,1.3650793650793651,95.428571428571445,-22.467741935483865,-36.333333333333329,6.7936507936507944
ESP,ES,8791,397885,2020-08-22,ESP,2020-08-22,62.5,ES,2020-08-22,-16.269841269841265,-5.6349206349206336,86.809523809523824,-13.868852459016393,-5.412698412698413,0.86885245901639352
ESP,ES,10318,408203,2020-08-23,ESP,2020-08-23,62.5,ES,2020-08-23,-11.01587301587301,11.410714285714285,64.650793650793645,-17.0655737704918,7.142857142857145,-1.9672131147540983
ESP,ES,5867,414070,2020-08-24,ESP,2020-08-24,62.5,ES,2020-08-24,2.9682539682539684,6.2857142857142865,119.06349206349208,-17.048387096774192,-34.301587301587304,4.57142857142857
ESP,ES,4149,418219,2020-08-25,ESP,2020-08-25,62.5,ES,2020-08-25,0.11111111111111108,3.0158730158730163,124.49206349206351,-20.016129032258061,-34.031746031746017,4.666666666666667
ESP,ES,5941,424160,2020-08-26,ESP,2020-08-26,62.5,ES,2020-08-26,-0.80952380952380953,2.2063492063492065,116.55555555555557,-21.161290322580644,-32.82539682539683,5.1587301587301591
ESP,ES,10009,434169,2020-08-27,ESP,2020-08-27,62.5,ES,2020-08-27,-0.095238095238095538,2.6666666666666674,109.09523809523812,-22.43548387096774,-33.269841269841265,5.19047619047619
ESP,ES,10106,444275,2020-08-28,ESP,2020-08-28,62.5,ES,2020-08-28,-8.3809523809523814,0.2063492063492065,72.222222222222214,-27.693548387096776,-32.984126984126974,6.8888888888888893
ESP,ES,9990,454265,2020-08-29,ESP,2020-08-29,62.5,ES,2020-08-29,-15.031746031746033,-3.4920634920634925,51.269841269841265,-24.590163934426233,-6.8571428571428594,2.6885245901639347
ESP,ES,11470,465735,2020-08-30,ESP,2020-08-30,62.5,ES,2020-08-30,-11.555555555555555,6.4642857142857144,42.523809523809526,-25.377049180327866,5.5079365079365079,-0.52459016393442615
ESP,ES,6636,472371,2020-08-31,ESP,2020-08-31,62.5,ES,2020-08-31,3.9047619047619069,5.2380952380952381,82.539682539682545,-20.387096774193548,-30.174603174603178,4.5396825396825413
ESP,ES,5023,477394,2020-09-01,ESP,2020-09-01,62.5,ES,2020-09-01,1.1904761904761905,3.7777777777777777,82.301587301587276,-22.290322580645157,-28.333333333333332,4.253968253968254
ESP,ES,6444,483838,2020-09-02,ESP,2020-09-02,62.5,ES,2020-09-02,-0.30158730158730129,1.1587301587301588,86.936507936507923,-23.419354838709676,-28.365079365079367,4.596774193548387
ESP,ES,10059,493897,2020-09-03,ESP,2020-09-03,62.5,ES,2020-09-03,-0.41269841269841284,2.0158730158730158,83.031746031746025,-24.1774193548387,-28.269841269841272,4.428571428571427
ESP,ES,10088,503985,2020-09-04,ESP,2020-09-04,62.5,ES,2020-09-04,-6.9047619047619051,-1.3492063492063493,68.19047619047619,-27.048387096774189,-27.095238095238095,4.3174603174603172
ESP,ES,10232,514217,2020-09-05,ESP,2020-09-05,62.5,ES,2020-09-05,-12.079365079365079,-2.0634920634920637,63.761904761904766,-25.704918032786889,-4.5396825396825378,0.78688524590163944
ESP,ES,12281,526498,2020-09-06,ESP,2020-09-06,62.5,ES,2020-09-06,-10.174603174603176,10.745454545454544,44.571428571428562,-28.612903225806452,6.6349206349206336,-0.96721311475409832
ESP,ES,7435,533933,2020-09-07,ESP,2020-09-07,62.5,ES,2020-09-07,4.9047619047619051,7.2222222222222214,73.523809523809518,-23.129032258064512,-30.269841269841272,4.07936507936508
ESP,ES,5119,539052,2020-09-08,ESP,2020-09-08,62.5,ES,2020-09-08,-1.253968253968254,-9.8253968253968278,82.777777777777771,-28.032258064516135,-35.317460317460338,5.2580645161290329
ESP,ES,6801,545853,2020-09-09,ESP,2020-09-09,62.5,ES,2020-09-09,3.8730158730158752,5.8571428571428559,79.507936507936492,-25.193548387096772,-26.523809523809526,4.2063492063492074
ESP,ES,11253,557106,2020-09-10,ESP,2020-09-10,62.5,ES,2020-09-10,5.8571428571428559,6.2698412698412689,85.015873015873026,-24.306451612903221,-27.238095238095244,3.2539682539682544
ESP,ES,11541,568647,2020-09-11,ESP,2020-09-11,62.5,ES,2020-09-11,-1.984126984126984,-2.8253968253968251,83.333333333333357,-27.822580645161288,-29.476190476190485,3.6984126984126986
FIN,FI,0,5,2020-02-15,FIN,2020-02-15,13.89,FI,2020-02-15,5.741935483870968,3.5254237288135593,0.43749999999999978,6.8461538461538476,-0.59259259259259245,-0.31249999999999994
FIN,FI,0,5,2020-02-16,FIN,2020-02-16,13.89,FI,2020-02-16,2.5882352941176481,0.71698113207547165,-19.302325581395351,-0.26190476190476181,-2.1799999999999993,0.92592592592592582
FIN,FI,0,5,2020-02-17,FIN,2020-02-17,13.89,FI,2020-02-17,5.2,4.6610169491525433,9.7857142857142829,0.022727272727272929,-6.0602409638554215,1.2380952380952381
FIN,FI,0,5,2020-02-18,FIN,2020-02-18,13.89,FI,2020-02-18,6.6875,3.1500000000000004,26.959999999999997,-1.5116279069767447,-6.2168674698795172,1.6984126984126982
FIN,FI,0,5,2020-02-19,FIN,2020-02-19,13.89,FI,2020-02-19,7.2424242424242449,2.209677419354839,30.080000000000005,0.068181818181818621,-6.1204819277108431,1.1111111111111114
FIN,FI,0,5,2020-02-20,FIN,2020-02-20,13.89,FI,2020-02-20,5.4615384615384635,2.564516129032258,30.96153846153846,0.31111111111111117,-6.8192771084337354,1.4032258064516132
FIN,FI,0,5,2020-02-21,FIN,2020-02-21,13.89,FI,2020-02-21,6.358208955223879,3.4637681159420275,2.6410256410256405,-1.1568627450980395,-7.6746987951807206,2.6610169491525446
FIN,FI,0,5,2020-02-22,FIN,2020-02-22,13.89,FI,2020-02-22,4.2096774193548372,0.637931034482759,-10.816326530612242,6.8999999999999995,-2.4615384615384617,0.46875
FIN,FI,0,5,2020-02-23,FIN,2020-02-23,13.89,FI,2020-02-23,7.2692307692307709,4.7115384615384617,29.1025641025641,8.8048780487804876,-0.93877551020408134,-1.1111111111111112
FIN,FI,0,5,2020-02-24,FIN,2020-02-24,13.89,FI,2020-02-24,4.6,3.2203389830508478,17.769230769230766,0.36363636363636365,-15.9277108433735,1.6949152542372881
FIN,FI,1,6,2020-02-25,FIN,2020-02-25,13.89,FI,2020-02-25,3.1746031746031753,2.3220338983050843,51.909090909090907,0.27906976744186068,-16.180722891566269,1.8983050847457625
FIN,FI,0,6,2020-02-26,FIN,2020-02-26,13.89,FI,2020-02-26,4.290322580645161,2.0338983050847457,40.478260869565219,1.3023255813953485,-16.060240963855431,1.5932203389830506
FIN,FI,0,6,2020-02-27,FIN,2020-02-27,19.44,FI,2020-02-27,6.0909090909090917,1.6451612903225814,39.541666666666664,1.0681818181818181,-16.662650602409634,2.1016949152542366
FIN,FI,0,6,2020-02-28,FIN,2020-02-28,19.44,FI,2020-02-28,5.7164179104477606,1.811594202898551,35.264705882352935,-3.3725490196078436,-17.530120481927714,2.4561403508771931
FIN,FI,4,10,2020-02-29,FIN,2020-02-29,19.44,FI,2020-02-29,2.32258064516129,1.6949152542372874,38.146341463414629,8.78048780487805,-2.2075471698113205,-1.78125
FIN,FI,1,11,2020-03-01,FIN,2020-03-01,19.44,FI,2020-03-01,-0.90566037735849014,-1.4150943396226412,0.23255813953488191,0.23809523809523814,-2.6800000000000006,-0.0769230769230769
FIN,FI,0,11,2020-03-02,FIN,2020-03-02,19.44,FI,2020-03-02,4.9272727272727277,4.9491525423728815,7.4444444444444473,1.2666666666666666,-11.602409638554217,1.1093750000000002
FIN,FI,0,11,2020-03-03,FIN,2020-03-03,19.44,FI,2020-03-03,3.1111111111111116,1.870967741935484,15.500000000000002,-4.65909090909091,-12.084337349397591,1.625
FIN,FI,5,16,2020-03-04,FIN,2020-03-04,19.44,FI,2020-03-04,0.803030303030303,-0.50819672131147553,10.333333333333334,-3.6511627906976742,-12.325301204819274,1.9218749999999996
FIN,FI,7,23,2020-03-05,FIN,2020-03-05,19.44,FI,2020-03-05,3.6923076923076925,2.2903225806451615,8.9333333333333371,-3.9111111111111119,-12.855421686746988,1.9516129032258069
FIN,FI,0,23,2020-03-06,FIN,2020-03-06,19.44,FI,2020-03-06,5.2941176470588234,3.9295774647887307,22.971428571428572,-3.7400000000000007,-12.975903614457835,1.6393442622950816
FIN,FI,11,34,2020-03-07,FIN,2020-03-07,19.44,FI,2020-03-07,4.9523809523809526,3.5517241379310334,39.175000000000004,4.3902439024390247,0.24528301886792447,-1.2812500000000002
FIN,FI,10,44,2020-03-08,FIN,2020-03-08,19.44,FI,2020-03-08,8.8076923076923066,7.3396226415094334,37.025641025641029,3.804878048780489,0.95918367346938771,-1.1111111111111112
FIN,FI,0,44,2020-03-09,FIN,2020-03-09,19.44,FI,2020-03-09,1.4821428571428572,2.745762711864407,6.8064516129032278,-0.55813953488372126,-0.42168674698795183,0.76923076923076927
FIN,FI,0,44,2020-03-10,FIN,2020-03-10,19.44,FI,2020-03-10,0.34375000000000006,1.0819672131147544,0.4333333333333339,-4.9285714285714279,-1.0963855421686752,1.4769230769230768
FIN,FI,115,159,2020-03-11,FIN,2020-03-11,19.44,FI,2020-03-11,-0.287878787878788,0.17460317460317476,0.093749999999999,-5.6511627906976738,-1.7710843373493974,1.5076923076923079
FIN,FI,0,159,2020-03-12,FIN,2020-03-12,34.26,FI,2020-03-12,0.10606060606060613,9.8709677419354858,0.87499999999999989,-6.133333333333332,-2.4337349397590367,1.671875
FIN,FI,55,214,2020-03-13,FIN,2020-03-13,34.26,FI,2020-03-13,-4.25,15.000000000000002,-1.7560975609756098,-17.538461538461537,-6.2409638554216871,4.4745762711864421
FIN,FI,57,271,2020-03-14,FIN,2020-03-14,34.26,FI,2020-03-14,-16.935483870967737,0.566666666666667,23.212765957446813,-19.534883720930232,-6.1111111111111134,4.21875
FIN,FI,5,276,2020-03-15,FIN,2020-03-15,34.26,FI,2020-03-15,-19.549019607843142,-5.132075471698113,25.048780487804869,-27.913043478260871,-8.4,4.0769230769230775
FIN,FI,47,323,2020-03-16,FIN,2020-03-16,54.63,FI,2020-03-16,-13.571428571428568,5.1525423728813573,13.22222222222222,-24.340909090909086,-15.879518072289162,6.666666666666667
FIN,FI,40,363,2020-03-17,FIN,2020-03-17,54.63,FI,2020-03-17,-22.453125000000011,0.62903225806451613,4.4642857142857144,-36.319148936170215,-24.614457831325304,10.46551724137931
FIN,FI,6,369,2020-03-18,FIN,2020-03-18,54.63,FI,2020-03-18,-32.263157894736835,-10.838709677419352,32.869565217391305,-40.5,-35.265060240963848,12.859649122807019
FIN,FI,81,450,2020-03-19,FIN,2020-03-19,57.41,FI,2020-03-19,-34.22413793103447,-13.033333333333333,38.807692307692321,-42.739999999999988,-36.867469879518076,13.196428571428569
FIN,FI,71,303,2020-03-20,FIN,2020-03-20,57.41,FI,2020-03-20,-35.666666666666671,-12.77464788732394,40.242424242424242,-47.890909090909084,-37.30120481927711,14.555555555555557
FIN,FI,0,521,2020-03-21,FIN,2020-03-21,57.41,FI,2020-03-21,-44.982142857142847,-15.311475409836071,60.026315789473692,-43.522727272727273,-17.999999999999993,7.9285714285714288
FIN,FI,105,626,2020-03-22,FIN,2020-03-22,57.41,FI,2020-03-22,-44.75,-17.166666666666661,76.314285714285717,-50.521739130434796,-19.759259259259263,6.6818181818181808
FIN,FI,74,700,2020-03-23,FIN,2020-03-23,57.41,FI,2020-03-23,-39.882352941176478,-15.88709677419355,34.166666666666664,-47.279999999999994,-39.265060240963862,13.214285714285712
FIN,FI,92,792,2020-03-24,FIN,2020-03-24,57.41,FI,2020-03-24,-41.851851851851848,-16.234375000000007,40.434782608695649,-47.339999999999996,-40.975903614457842,14.607142857142858
FIN,FI,507,810,2020-03-25,FIN,2020-03-25,57.41,FI,2020-03-25,-43.240740740740748,-17.709677419354836,32.272727272727266,-47.539999999999985,-40.734939759036131,14.589285714285715
FIN,FI,139,949,2020-03-26,FIN,2020-03-26,57.41,FI,2020-03-26,-42.303571428571431,-15.904761904761909,47.000000000000007,-48.439999999999984,-41.373493975903607,14.339285714285712
FIN,FI,76,1025,2020-03-27,FIN,2020-03-27,57.41,FI,2020-03-27,-44.409836065573771,-17.236111111111107,42.937500000000007,-54.236363636363642,-41.180722891566276,15.944444444444448
FIN,FI,138,1163,2020-03-28,FIN,2020-03-28,60.19,FI,2020-03-28,-52.859649122807014,-20.049180327868857,47.488372093023266,-50.38636363636364,-21.482142857142854,8.9285714285714288
FIN,FI,55,1218,2020-03-29,FIN,2020-03-29,60.19,FI,2020-03-29,-53.816326530612244,-23.666666666666668,48.94736842105263,-58.000000000000007,-23.277777777777779,8.3499999999999979
FIN,FI,95,1313,2020-03-30,FIN,2020-03-30,60.19,FI,2020-03-30,-46.519230769230774,-21.483870967741932,30.076923076923077,-52.6078431372549,-41.650602409638566,14.200000000000001
FIN,FI,71,1384,2020-03-31,FIN,2020-03-31,60.19,FI,2020-03-31,-50.090909090909093,-20.0327868852459,-3.9999999999999996,-53.897959183673478,-42.771084337349393,16.309090909090909
FIN,FI,62,1446,2020-04-01,FIN,2020-04-01,60.19,FI,2020-04-01,-46.781818181818181,-15.682539682539682,19,-50.92307692307692,-42.518072289156628,15.148148148148145
